src_ip,packet_count,avg_packet_size,most_used_protocol,label
2404:6800:4002:810::200a,23,709.5217391304348,QUIC,0
2404:6800:4002:810::200e,25,731.68,QUIC,0
2404:6800:4002:811::2002,337,946.2670623145401,QUIC,0
2404:6800:4002:812::2003,76,1027.157894736842,QUIC,0
2404:6800:4002:813::2002,223,338.86547085201795,QUIC,0
2404:6800:4002:813::2003,103,595.1650485436893,QUIC,0
2404:6800:4002:813::2004,589,916.5483870967741,QUIC,0
2404:6800:4002:813::200a,21,726.5238095238095,QUIC,0
2404:6800:4002:814::2002,61,505.3606557377049,QUIC,0
2404:6800:4002:814::2004,71,467.98591549295776,QUIC,0
2404:6800:4002:814::200a,56,701.8928571428571,QUIC,0
2404:6800:4002:815::2004,2382,938.3547439126784,QUIC,0
2404:6800:4002:816::2002,242,431.46280991735534,QUIC,0
2404:6800:4002:816::2006,11,691.1818181818181,TCP,0
2404:6800:4002:816::200e,128,827.46875,QUIC,0
2404:6800:4002:817::2001,19,625.7894736842105,TLSv1.3,0
2404:6800:4002:817::2003,372,1017.4677419354839,QUIC,0
2404:6800:4002:817::200e,84,662.8690476190476,QUIC,0
2404:6800:4002:81e::200e,103,783.6019417475728,QUIC,0
2404:6800:4002:81f::2001,15,437.6666666666667,QUIC,0
2404:6800:4002:81f::200e,2580,1268.212015503876,QUIC,0
2404:6800:4002:820::2002,114,440.6842105263158,QUIC,0
2404:6800:4002:823::2006,227,923.6431718061674,TLSv1.3,0
2404:6800:4002:824::2001,51,1100.3529411764705,TLSv1.3,0
2404:6800:4002:824::2002,39,448.6923076923077,QUIC,0
2404:6800:4002:824::2003,45,569.6444444444444,QUIC,0
2404:6800:4002:824::200e,105,953.495238095238,QUIC,0
2404:6800:4002:825::2002,850,1117.2529411764706,QUIC,0
2404:6800:4002:825::2006,303,1070.8910891089108,QUIC,0
2404:6800:4002:825::200e,155,580.6258064516129,QUIC,0
2404:6800:4002:826::2002,487,741.1293634496919,QUIC,0
2404:6800:4002:82b::2001,74,1184.7702702702702,QUIC,0
2404:6800:4002:82b::200a,25,385.04,QUIC,0
2404:6800:4002:82b::200e,502,833.4282868525896,QUIC,0
2404:6800:4003:c00::54,84,634.6666666666666,QUIC,0
2404:6800:4003:c02::77,17,615.0588235294117,TCP,0
2404:6800:4003:c04::54,33,453.8787878787879,QUIC,0
2404:6800:4003:c04::66,58,1058.4137931034484,QUIC,0
2404:6800:4003:c04::77,551,1193.7114337568057,QUIC,0
2404:6800:4003:c11::77,470,1209.2191489361703,QUIC,0
2404:6800:4003:c1a::77,37,970.7837837837837,QUIC,0
2404:6800:4009:801::2001,51,1115.2549019607843,TLSv1.3,0
2404:6800:4009:801::2002,36,806.4722222222222,QUIC,0
2404:6800:4009:801::2004,220,632.7409090909091,QUIC,0
2404:6800:4009:802::2001,53,737.1698113207547,TLSv1.3,0
2404:6800:4009:804::2001,138,931.8115942028985,QUIC,0
2404:6800:4009:805::2001,55,785.8,QUIC,0
2404:6800:4009:805::2002,61,551.0983606557377,QUIC,0
2404:6800:4009:805::200e,2599,1227.346671796845,QUIC,0
2404:6800:4009:806::200a,30,806.9,QUIC,0
2404:6800:4009:807::2001,95,1048.0315789473684,QUIC,0
2404:6800:4009:809::2003,30,623.6,QUIC,0
2404:6800:4009:80a::2002,33,609.0909090909091,QUIC,0
2404:6800:4009:80a::2003,60,1005.7666666666667,QUIC,0
2404:6800:4009:80a::2005,14,288.14285714285717,TCP,0
2404:6800:4009:80a::200a,71,409.3098591549296,QUIC,0
2404:6800:4009:80b::2003,233,935.0,QUIC,0
2404:6800:4009:80b::2008,222,1196.1306306306305,TLSv1.3,0
2404:6800:4009:80c::200e,308,515.2012987012987,QUIC,0
2404:6800:4009:80d::200e,59,428.2542372881356,QUIC,0
2404:6800:4009:812::200a,176,201.3465909090909,QUIC,0
2404:6800:4009:812::200e,865,1203.300578034682,TLSv1.3,0
2404:6800:4009:813::200a,123,988.390243902439,QUIC,0
2404:6800:4009:815::2002,274,508.62773722627736,QUIC,0
2404:6800:4009:81a::2002,80,578.35,QUIC,0
2404:6800:4009:81a::2003,134,816.9029850746268,QUIC,0
2404:6800:4009:81a::200e,72,1134.9444444444443,QUIC,0
2404:6800:4009:81c::2001,18,779.2777777777778,QUIC,0
2404:6800:4009:81d::200a,34,743.0882352941177,QUIC,0
2404:6800:4009:81d::200e,16,606.6875,TLSv1.3,0
2404:6800:4009:821::2001,65,729.7846153846153,TLSv1.3,0
2404:6800:4009:822::2001,13,482.46153846153845,QUIC,0
2404:6800:4009:822::2003,74,775.0675675675676,TLSv1.3,0
2404:6800:4009:822::200e,265,858.8943396226415,QUIC,0
2404:6800:4009:823::2002,82,764.390243902439,QUIC,0
2404:6800:4009:823::2008,221,1199.5656108597284,TLSv1.3,0
2404:6800:4009:823::200a,30,672.1,TLSv1.3,0
2404:6800:4009:823::200e,34,603.9411764705883,QUIC,0
2404:6800:4009:827::2002,631,718.6053882725832,QUIC,0
2404:6800:4009:827::200e,1501,1101.7608261159228,UDP,0
2404:6800:4009:828::2006,62,702.5967741935484,QUIC,0
2404:6800:4009:828::200a,78,810.3589743589744,QUIC,0
2404:6800:4009:829::2003,29,608.7241379310345,QUIC,0
2404:6800:4009:829::2005,4513,1095.5209395080878,TLSv1.3,0
2404:6800:4009:829::200a,20,546.05,TLSv1.3,0
2404:6800:4009:829::200e,176,859.3636363636364,QUIC,0
2404:6800:4009:82a::2002,74,822.5135135135135,QUIC,0
2404:6800:4009:82a::200a,86,632.1046511627907,QUIC,0
2404:6800:4009:82a::2011,34,583.2647058823529,QUIC,0
2404:6800:4009:82b::2002,152,331.29605263157896,QUIC,0
2404:6800:4009:82b::2003,26,587.9230769230769,QUIC,0
2404:6800:4009:830::2002,54,579.3333333333334,QUIC,0
2404:6800:4009:830::2003,34,789.9705882352941,QUIC,0
2404:6800:4009:830::200e,48,626.875,QUIC,0
2404:6800:4009:831::2001,58,663.9827586206897,QUIC,0
2404:6800:4009:831::200e,288,302.7326388888889,QUIC,0
2405:200:1606:1731::312c:7223,3105,1259.2486312399355,QUIC,0
2405:200:1606:1731::312c:7247,3918,1249.831036242981,QUIC,0
2405:200:1606:1731::312c:7258,878,929.7072892938496,TCP,0
2405:200:1606:1731::312c:7269,453,961.0706401766005,QUIC,0
2405:200:1606:1731::312c:726a,146,1264.7123287671234,TCP,0
2405:200:1606:1731::312c:7270,44,603.3409090909091,TCP,0
2405:200:1606:1731::312c:7271,3599,1253.228674631842,QUIC,0
2405:200:1606:1731::312c:7272,75,204.90666666666667,TCP,0
2405:200:1606:1731::312c:7279,225,461.74666666666667,QUIC,0
2405:200:1606:1731::312c:727a,90,483.2888888888889,TCP,0
2405:200:1606:1731::312c:72d0,45,1002.9111111111112,QUIC,0
2405:200:1606:1731::312c:72de,13,176.76923076923077,TLSv1.3,0
2405:200:1606:1731::312c:b013,225,798.0977777777778,QUIC,0
2405:200:1606:1731::312c:b03b,48,440.8333333333333,QUIC,0
2405:200:1606:1731::312c:b06b,1972,1475.406186612576,TLSv1.3,0
2405:200:1606:1731::312c:b0e8,13,473.6923076923077,TLSv1.3,0
2405:200:1606:1731::312c:b0e9,14,445.14285714285717,TCP,0
2405:200:1606:2885:face:b00c:3333:7020,20,114.45,TCP,0
2405:200:1630:885::11a6,51,402.6862745098039,QUIC,0
2405:200:1630:889::1e80,42,230.95238095238096,TLSv1.3,0
2405:200:1630:897::11a6,18,496.94444444444446,QUIC,0
2405:200:1630:897::2d54,45,783.2222222222222,TCP,0
2405:200:1630:a06::312c:c709,37,351.1621621621622,QUIC,0
2405:200:1630:a06::312c:c713,113,1027.8318584070796,QUIC,0
2405:200:1630:a06::312c:c73a,102,1083.6274509803923,QUIC,0
2405:200:1630:a06::312c:c748,12,342.0,QUIC,0
2405:200:1630:a06::312c:c769,13,322.0769230769231,QUIC,0
2405:200:1630:a06::312c:c772,279,981.0322580645161,QUIC,0
2405:200:1630:b45::10,2272,1269.650088028169,QUIC,0
2405:200:1630:b45::c,217,1238.8248847926268,QUIC,0
2405:200:1630:b45::e,915,1277.9464480874317,QUIC,0
2405:200:1630:b48::10,4575,1264.7809836065574,QUIC,0
2405:200:1630:bb9::10,241,1222.6846473029045,QUIC,0
2405:200:1630:bb9::11,226,1199.8982300884957,QUIC,0
2405:200:1630:bb9::d,317,1265.1671924290222,QUIC,0
2405:200:1630:bb9::e,11604,1269.4586349534643,QUIC,0
2405:200:1630:bb9::f,835,1239.674251497006,QUIC,0
2405:200:1630:ff63:face:b00c:3333:7020,18,118.94444444444444,TLSv1.3,0
2405:200:1630:ff64:face:b00c:3333:7020,18,118.94444444444444,TLSv1.3,0
2405:200:1630:ff65:face:b00c:3333:7020,19,116.63157894736842,TLSv1.3,0
2405:200:1630:ff66:face:b00c:3333:7020,20,114.5,TCP,0
2405:201:800c:785f:8c76:2c86:5a25:8edf,64727,244.83736307877703,QUIC,0
2405:201:800c:785f::c0a8:1d01,3656,179.2445295404814,DNS,0
2405:201:800c:785f:f2ed:b8ff:fe42:2fd6,11,86.0,ICMPv6,0
2406:2600:7:100::,25,288.16,TLSv1.3,0
2406:2600:7:100::15,157,1093.312101910828,TCP,0
2406:2600:7:100::1b,14,366.07142857142856,TCP,0
2406:2600:7:100::1f,24,1030.4166666666667,TCP,0
2406:2600:7:100::25,81,199.06172839506172,TCP,0
2406:2600:7:100::e,34,340.70588235294116,TCP,0
2406:8600:f03f:1fa::3000,20,414.6,TLSv1.3,0
2406:8600:f040:1fa::3000,20,424.3,TCP,0
2406:da18:929:5a03:2b7d:d4db:bf9a:9b8e,16,392.25,TLSv1.2,0
2406:da18:929:5a03:8d6e:d849:4eb5:b274,14,394.57142857142856,TCP,0
2406:da18:a99:1b02:10f4:6044:bfd4:d878,33,295.27272727272725,TCP,0
2406:da18:a99:1b02:2b29:7680:4b30:11d1,59,299.5762711864407,TCP,0
2406:da18:a99:1b02:2de6:dd2e:ad0e:627f,46,329.45652173913044,TCP,0
2406:da1a:b1c:f105:7076:671b:e52e:129a,83,786.855421686747,TCP,0
2600:140f:7:38a::11a6,270,189.76296296296297,QUIC,0
2600:140f:7:38f::11a6,95,231.50526315789475,QUIC,0
2600:140f:7:489::2763,12,460.25,TCP,0
2600:140f:7:490::1cba,22,590.0,TCP,0
2600:140f:7:492::2763,79,327.746835443038,TLSv1.3,0
2600:140f:7::1739:4c91,16,467.125,QUIC,0
2600:140f:7::17d4:a4e2,419,525.5871121718377,QUIC,0
2600:140f:7::17d4:a4f2,617,1317.4927066450566,QUIC,0
2600:1413:1::1730:a93a,18,395.6666666666667,TLSv1.3,0
2600:1901:0:38d7::,46,119.30434782608695,TCP,0
2600:1901:0:47fc::,196,379.80102040816325,QUIC,0
2600:1901:0:4d00::,17,148.1764705882353,TCP,0
2600:1901:0:5133::,26,271.0,TCP,0
2600:1901:0:712f::,33,419.8181818181818,TCP,0
2600:1901:0:92a9::,28,444.60714285714283,TCP,0
2600:1901:0:c47c::,52,514.0769230769231,TCP,0
2600:1901:0:e988::,84,499.04761904761904,TLSv1.3,0
2600:1901:1:7c5::,26,322.34615384615387,TLSv1.3,0
2600:1f18:24e6:b901:72e3:1bfe:b271:96b2,12,440.6666666666667,TCP,0
2600:1f18:24e6:b902:a46c:a4a6:87fe:c14c,22,456.40909090909093,TCP,0
2600:1f18:730:b110:6484:b83:5945:c23d,25,468.12,TCP,0
2600:9000:2003:0:b:8b2a:9b00:93a1,2028,1218.8574950690336,TCP,0
2600:9000:2003:9400:2:5624:e040:21,78,1168.1153846153845,TCP,0
2600:9000:20c7:1200:19:9934:6a80:93a1,13,511.46153846153845,TCP,0
2600:9000:20c7:8800:0:8034:1c40:93a1,21,601.4285714285714,QUIC,0
2600:9000:20c7:e400:11:f728:3040:93a1,16,378.25,TCP,0
2600:9000:20c7:fa00:8:8845:1500:93a1,52,1097.3653846153845,TCP,0
2600:9000:2156:1c00:1e:3212:c640:93a1,20,411.35,TCP,0
2600:9000:2156:3400:1e:3212:c640:93a1,14,143.57142857142858,TCP,0
2600:9000:2156:8400:1e:3212:c640:93a1,22,140.4090909090909,TCP,0
2600:9000:2156:9600:1e:3212:c640:93a1,29,587.7241379310345,TCP,0
2600:9000:2156:a600:1e:3212:c640:93a1,25,362.88,TCP,0
2600:9000:2156:ce00:1e:3212:c640:93a1,7,143.57142857142858,TCP,0
2600:9000:236e:3c00:1b:5b15:9a80:93a1,10,582.2,TCP,0
2600:9000:236e:4000:1b:5b15:9a80:93a1,25,535.64,TCP,0
2600:9000:253f:4c00:2:f41c:ca00:93a1,11,854.1818181818181,QUIC,0
2600:9000:2573:3200:7:c266:a140:21,13,583.6923076923077,TCP,0
2600:9000:2654:2800:4:5255:7540:93a1,13,497.9230769230769,TCP,0
2600:9000:2654:2a00:4:5255:7540:93a1,22,564.4090909090909,TCP,0
2600:9000:2654:3800:8:cf94:88c0:93a1,20,372.15,TCP,0
2600:9000:2654:8600:7:47bb:bac0:21,219,1240.9908675799086,TCP,0
2602:803:c006:158::65,24,346.2916666666667,TCP,0
2603:1040:a06:8::1f1,166,395.80120481927713,TCP,0
2603:1040:a06:8::1f2,49,554.6530612244898,TCP,0
2603:1046:2000:60::10,41,932.8780487804878,TCP,0
2603:1046:c04:1411::2,19,404.10526315789474,TCP,0
2603:1063:27:1::14,75,1360.4133333333334,TCP,0
2603:1063:27:2::14,43,509.90697674418607,TCP,0
2603:1063::6c,27,118.4074074074074,TLSv1.2,0
2606:4700:20::681a:502,11,743.2727272727273,QUIC,0
2606:4700:3030::6815:3b24,12,616.75,QUIC,0
2606:4700:3030::ac43:b754,188,999.4095744680851,QUIC,0
2606:4700:3031::6815:348c,12,619.75,QUIC,0
2606:4700:3031::6815:dbb,195,940.7641025641026,QUIC,0
2606:4700:3031::ac43:db29,11,491.8181818181818,QUIC,0
2606:4700:3032::6815:fe5,14,441.2142857142857,TCP,0
2606:4700:3032::ac43:d0fb,13,613.7692307692307,QUIC,0
2606:4700:3034::6815:35da,8,572.0,TCP,0
2606:4700:3035::6815:4dd3,41,697.0243902439024,TCP,0
2606:4700:3037::ac43:9396,3225,1196.4899224806202,QUIC,0
2606:4700:8d90:fe72:83d9:690:6810:4f49,21,614.6666666666666,TLSv1.3,0
2606:4700:8d90:fe72:83d9:692:6810:4f49,22,590.0454545454545,TCP,0
2606:4700:8d91:4dd:f4d9:692:2d4f:390d,13,640.1538461538462,QUIC,0
2606:4700:8d91:7a21:ecd9:b1:b4d8:d1e5,23,607.0434782608696,QUIC,0
2606:4700:8d91:b63f:3859:694:c59f:edea,17,561.0588235294117,QUIC,0
2606:4700:8d91:b63f:38d9:690:c59f:edea,31,528.2903225806451,QUIC,0
2606:4700:8d91:b63f:38d9:691:c59f:edea,14,575.7142857142857,QUIC,0
2606:4700:8d91:b63f:38d9:692:c59f:edea,38,502.0263157894737,QUIC,0
2606:4700:8d91:b63f:38d9:695:c59f:edea,48,499.7916666666667,QUIC,0
2606:4700:8d91:b63f:38d9:b1:c59f:edea,23,486.2173913043478,QUIC,0
2606:4700:8d91:b63f:38d9:ba:c59f:edea,27,575.5185185185185,QUIC,0
2606:4700:8d91:fa73:30d9:690:5451:e5ea,194,1282.5824742268042,TLSv1.3,0
2606:4700:8d91:fa73:30d9:695:5451:e5ea,15,566.5333333333333,TCP,0
2606:4700:8d92:4094:cc59:693:f9fb:48a1,15,464.6666666666667,TLSv1.3,0
2606:4700:8d92:4094:ccd9:695:f9fb:48a1,14,489.5,TCP,0
2606:4700:8d92:4094:ccd9:b1:f9fb:48a1,35,399.51428571428573,TCP,0
2606:4700:8d92:4094:ccd9:ba:f9fb:48a1,29,387.0344827586207,TCP,0
2606:4700:8d92:7cbc:c259:693:5ff2:75c4,40,451.7,TCP,0
2606:4700:8d92:7cbc:c2d9:690:5ff2:75c4,65,373.7846153846154,TCP,0
2606:4700:8d92:7cbc:c2d9:691:5ff2:75c4,287,271.6759581881533,TLSv1.3,0
2606:4700:8d92:7cbc:c2d9:693:5ff2:75c4,115,346.4782608695652,TCP,0
2606:4700:8d92:7cbc:c2d9:b1:5ff2:75c4,76,332.7105263157895,TCP,0
2606:4700:8d92:7cbc:c2d9:ba:5ff2:75c4,182,304.0989010989011,TLSv1.3,0
2606:4700:8d92:9819:3ed9:695:7aec:6522,26,711.4615384615385,TLSv1.3,0
2606:4700:8d92:98e3:bdd9:b1:895:a7f2,10,709.5,QUIC,0
2606:4700:8d92:fa42:31d9:690:6812:5e29,38,800.2894736842105,QUIC,0
2606:4700:8d93:3663:e7d9:ba:6812:562a,25,663.84,TLSv1.3,0
2606:4700:8d93:9436:47d9:b1:6810:aee2,138,1082.3695652173913,QUIC,0
2606:4700:8d93:a609:2d9:ba:67e7:2f03,23,348.5652173913044,TCP,0
2606:4700:8d94:da79:cbd9:ba:9fbb:557c,113,904.7345132743363,QUIC,0
2606:4700:8d94:e53:92d9:692:f93:c29a,20,487.2,TCP,0
2606:4700:8d94:e53:92d9:695:f93:c29a,22,474.22727272727275,TCP,0
2606:4700:8d97:46ac:ecd9:691:fa75:2f8b,29,721.7241379310345,TLSv1.3,0
2606:4700:8d97:b245:49d9:692:8661:fc3e,83,561.6265060240963,TLSv1.3,0
2606:4700:8d97:b245:49d9:ba:8661:fc3e,76,590.0394736842105,TCP,0
2606:4700:8d99:56dc:7dd9:b1:129f:553b,19,519.578947368421,TCP,0
2606:4700:8d99:98f4:66d9:690:6e60:4a9f,13,625.6923076923077,QUIC,0
2606:4700:8d99:98f4:66d9:695:6e60:4a9f,26,447.2692307692308,QUIC,0
2606:4700:8d99:98f4:66d9:b1:6e60:4a9f,11,618.4545454545455,QUIC,0
2606:4700:8d99:98f4:66d9:ba:6e60:4a9f,159,845.0188679245283,QUIC,0
2606:4700:8d99:9c24:bd9:692:d7ed:89ce,26,532.0,TCP,0
2606:4700:8d9b:c40:52d9:ba:6ed5:4c17,8,573.5,TCP,0
2606:4700::6810:84e5,9,529.7777777777778,QUIC,0
2606:4700::6812:1ac1,12,693.4166666666666,QUIC,0
2620:109:c002::6cae:a1f,27,467.77777777777777,TCP,0
2620:116:800e:21:46d:7e81:55ff:4c12,53,233.41509433962264,TCP,0
2620:116:800e:21:6c50:dbee:bef5:203d,15,356.26666666666665,TCP,0
2620:1ec:21::16,18,469.1666666666667,TCP,0
2620:1ec:33:1::10,203,467.3743842364532,TCP,0
